20,10,10,1
21,0,-0.252982562853164
21,1,-0.5576766919519156
21,2,-0.7556698496255014
21,3,-0.6499132628200023
21,4,-0.9560838108688027
21,5,0.9487885200556404
21,6,-0.3691288790421118
21,7,-0.9484718866465205
21,8,0.7833147282560342
21,9,-0.8403792623331839
21,10,-0.1376095818206567
21,11,0.4084749647732574
21,12,0.22586528227735994
21,13,0.8701103657984703
21,14,0.8575878670961526
21,15,-0.060978469373486666
21,16,0.6520247182645567
21,17,0.06039800236737884
21,18,0.4749149133077137
21,19,0.13765541777499
21,20,0.1379245985594495
22,21,-0.9635642726144908
22,22,0.880679963024877
22,23,0.5791743656959852
22,24,0.3691817479639709
22,25,-0.3936439564919676
22,26,-0.6418629827589992
22,27,-0.8589403268431419
22,28,0.9618909218651297
22,29,0.9829001782583768
22,30,-0.5637462033074316
22,31,0.9078688169594882
22,32,-0.11439130092202592
22,33,-0.03908483891475858
22,34,-0.6578619979096902
22,35,-0.0962078761188826
22,36,0.44860343285839194
22,37,-0.46674938565801655
22,38,0.7864707964044404
22,39,0.2839545614106407
22,40,-0.3884572181188076
22,41,-0.8828091740958606
23,42,0.30129172166838886
23,43,-0.8289878144959002
23,44,-0.6498304229085561
23,45,0.06697280395599464
23,46,0.37087357083095046
23,47,0.9433109778764871
23,48,0.08452786901368682
23,49,-0.49224594898465773
23,50,0.07576578333123818
23,51,0.6038729908154443
23,52,-0.4013543360543361
23,53,0.09305754185580682
23,54,-0.932534437421754
23,55,-0.5204057928296187
23,56,-0.9952636885551367
23,57,0.7244074937319362
23,58,0.2448781196281554
23,59,0.409908470179164
23,60,0.811269688724517
23,61,-0.027802006948920505
23,62,-0.24234976095238125
24,63,-0.5375516109634372
24,64,-0.2854200138804276
24,65,-0.44630286501898647
24,66,-0.25337982748102456
24,67,-0.7709277132243223
24,68,-0.85527883595805
24,69,0.09949651952964368
24,70,-0.6386905684248313
24,71,0.5711009567950965
24,72,-0.8286365787184305
24,73,0.8900436874951487
24,74,-0.23238019356665282
24,75,0.06975743098507439
24,76,-0.8169509604102112
24,77,0.6119185463389814
24,78,0.013287422758793991
24,79,0.30418638279891547
